"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"rngtools","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.5.2",NA,"R (>= 3.2.0), methods","digest, utils, stats, parallel",NA,"covr, RUnit, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"robustbase","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.99-4",NA,"R (>= 3.5.0)","stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt","robustX, rrcov, matrixStats, quantreg, Hmisc","GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"ROCR","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0-11",NA,"R (>= 3.6)","methods, graphics, grDevices, gplots, stats",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.0"
"roxygen2","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","7.3.2",NA,"R (>= 3.6)","brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr,
methods, pkgload (>= 1.0.2), purrr (>= 1.0.0), R6 (>= 2.1.2),
rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr,
xml2","cpp11","covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"rprojroot","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.0.4",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, mockr, rlang, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"rrcov","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.7-6",NA,"R (>= 2.10), robustbase (>= 0.92.1), methods","stats, stats4, mvtnorm, lattice, pcaPP",NA,"grid, MASS",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.1"
"Rsamtools","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.20.0",NA,"methods, GenomeInfoDb (>= 1.1.3), GenomicRanges (>= 1.31.8),
Biostrings (>= 2.47.6), R (>= 3.5.0)","utils, BiocGenerics (>= 0.25.1), S4Vectors (>= 0.17.25),
IRanges (>= 2.13.12), XVector (>= 0.19.7), zlibbioc, bitops,
BiocParallel, stats","Rhtslib (>= 2.99.1), S4Vectors, IRanges, XVector, Biostrings","GenomicAlignments, ShortRead (>= 1.19.10), GenomicFeatures,
TxDb.Dmelanogaster.UCSC.dm3.ensGene,
TxDb.Hsapiens.UCSC.hg18.knownGene, RNAseqData.HNRNPC.bam.chr14,
BSgenome.Hsapiens.UCSC.hg19, RUnit, BiocStyle, knitr",NA,"Artistic-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"RSpectra","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.16-2",NA,"R (>= 3.0.2)","Matrix (>= 1.1-0), Rcpp (>= 0.11.5)","Rcpp, RcppEigen (>= 0.3.3.3.0)","knitr, rmarkdown, prettydoc",NA,"MPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"RSQLite","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.3.7",NA,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.2.0), memoise, methods,
pkgconfig, rlang","plogr (>= 0.2.0), cpp11 (>= 0.4.0)","callr, DBItest (>= 1.8.0), gert, gh, hms, knitr, magrittr,
rmarkdown, rvest, testthat (>= 3.0.0), withr, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"yes","4.4.0"
"rstatix","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.7.2",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.2.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"rstudioapi","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.16.0",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"rsvd","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0.5",NA,"R (>= 4.0.0)","Matrix",NA,"ggplot2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"Rtsne","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.17",NA,NA,"Rcpp (>= 0.11.0), stats","Rcpp","irlba, testthat",NA,"file LICENSE","yes",NA,NA,NA,"yes","4.4.0"
"rversions","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.1.2",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"covr, mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"rvest","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.0.4",NA,"R (>= 3.6)","cli, glue, httr (>= 0.5), lifecycle (>= 1.0.3), magrittr,
rlang (>= 1.1.0), selectr, tibble, xml2 (>= 1.3)",NA,"chromote, covr, knitr, R6, readr, repurrrsive, rmarkdown,
spelling, stringi (>= 0.3.1), testthat (>= 3.0.2), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"S4Arrays","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.4.1",NA,"R (>= 4.3.0), methods, Matrix, abind, BiocGenerics (>=
0.45.2), S4Vectors, IRanges","stats, crayon","S4Vectors","BiocParallel, SparseArray (>= 0.0.4), DelayedArray, testthat,
knitr, rmarkdown, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"S4Vectors","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.42.1",NA,"R (>= 4.0.0), methods, utils, stats, stats4, BiocGenerics (>=
0.37.0)",NA,NA,"IRanges, GenomicRanges, SummarizedExperiment, Matrix,
DelayedArray, ShortRead, graph, data.table, RUnit, BiocStyle,
knitr",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"sass","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.4.9",NA,NA,"fs (>= 1.2.4), rlang (>= 0.4.10), htmltools (>= 0.5.1), R6,
rappdirs",NA,"testthat, knitr, rmarkdown, withr, shiny, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"SC3","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.32.0",NA,"R(>= 3.3)","graphics, stats, utils, methods, e1071, parallel, foreach,
doParallel, doRNG, shiny, ggplot2, pheatmap (>= 1.0.8), ROCR,
robustbase, rrcov, cluster, WriteXLS, Rcpp (>= 0.11.1),
SummarizedExperiment, SingleCellExperiment, BiocGenerics,
S4Vectors","Rcpp, RcppArmadillo","knitr, rmarkdown, mclust, scater, BiocStyle",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"ScaledMatrix","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.12.0",NA,NA,"methods, Matrix, S4Vectors, DelayedArray",NA,"testthat, BiocStyle, knitr, rmarkdown, BiocSingular,
DelayedMatrixStats",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"scales","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.3.0",NA,"R (>= 3.6)","cli, farver (>= 2.0.3), glue, labeling, lifecycle, munsell (>=
0.5), R6, RColorBrewer, rlang (>= 1.0.0), viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), stringi,
testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"scattermore","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.2",NA,NA,"ggplot2, scales, grid, grDevices, graphics",NA,"covr, knitr, rmarkdown, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.0"
"scatterpie","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.2.4",NA,"R (>= 4.1.0), ggplot2","ggforce, rlang, ggfun, stats, tidyr, dplyr, utils, yulab.utils
(>= 0.1.6)",NA,"knitr, rmarkdown, prettydoc, maps, scales, cli",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"scatterplot3d","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.3-44",NA,"R (>= 2.7.0)","grDevices, graphics, stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"scCustomize","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.1.2",NA,"R (>= 4.0.0), Seurat (>= 4.3.0.1)","circlize, cli (>= 3.2.0), cowplot, data.table, dplyr, forcats,
ggbeeswarm, ggplot2, ggprism, ggrastr, ggrepel, glue,
grDevices, grid, janitor, lifecycle, magrittr, Matrix (>=
1.5.0), methods, paletteer, patchwork, pbapply, purrr, rlang
(>= 1.1.3), scales, scattermore (>= 1.2), SeuratObject (>=
5.0.0), stats, stringi, stringr, tibble, tidyr",NA,"BiocFileCache, ComplexHeatmap, dittoSeq, DropletUtils,
ggpubr, hdf5r, knitr, Nebulosa, remotes, reticulate, rliger,
rmarkdown, scuttle, tidyselect, qs, viridis",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"sceasy","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.0.7",NA,"R (>= 3.5.1),
reticulate",NA,NA,"Seurat (>= 3.0.1),
SingleCellExperiment (>= 1.4.0),
LoomExperiment (>= 1.1.5),
monocle3 (>= 0.2.0)",NA,"GPL-3",NA,NA,NA,NA,NA,"4.4.1"
"SCP","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.5.6",NA,"R (>= 4.1.0)","AnnotationDbi,
biomaRt,
BiocParallel,
circlize,
clusterProfiler,
ComplexHeatmap (>= 2.13.0),
data.table,
dplyr (>= 1.1.0),
future,
future.apply,
ggnewscale,
ggplot2 (>= 3.4.0),
ggrepel,
ggforce,
GO.db,
GOSemSim,
grDevices,
grid,
gtable,
HDF5Array,
igraph,
intrinsicDimension,
methods,
mgcv,
Matrix,
patchwork,
pbapply,
png,
plotly,
proxyC,
R.cache,
R.utils,
reshape2,
reticulate,
rlang,
rhdf5,
scales,
simplifyEnrichment (>= 1.5.2),
slingshot,
Signac,
Seurat (>= 4.2.0),
SeuratObject,
uwot","Rcpp","AUCell,
batchelor,
Biobase,
BiocGenerics,
BiocManager,
concaveman,
conos,
covr,
cowplot,
dendextend,
destiny,
devtools,
DDRTree,
e1071,
ggpubr,
ggridges,
ggsignif,
ggupset,
ggVennDiagram,
ggwordcloud,
glmGamPoi,
glmpca,
harmony,
hexbin,
htmlwidgets,
httr,
metR,
monocle,
MatrixGenerics,
MASS,
NMF,
openxlsx,
org.Hs.eg.db,
org.Mm.eg.db,
promises,
purrr,
PFAM.db,
ragg,
reactome.db,
renv,
RcppParallel,
RcppML,
scattermore,
scds,
scDblFinder,
scmap,
sf,
shiny (>= 1.6.0),
styler,
stringr,
sva,
symphony,
S4Vectors,
SingleR,
SingleCellExperiment,
SummarizedExperiment,
testthat (>= 3.0.0),
tidyr,
umap,
UCell,
withr",NA,"GPL (>= 3)",NA,NA,NA,NA,NA,"4.4.1"
"sctransform","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.4.1",NA,"R (>= 3.6.0)","dplyr, magrittr, MASS, Matrix (>= 1.5-0), methods,
future.apply, future, ggplot2, reshape2, rlang, gridExtra,
matrixStats","RcppArmadillo, Rcpp (>= 0.11.0)","irlba, testthat, knitr","glmGamPoi","GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"scuttle","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.14.0",NA,"SingleCellExperiment","methods, utils, stats, Matrix, Rcpp, BiocGenerics, S4Vectors,
BiocParallel, GenomicRanges, SummarizedExperiment,
DelayedArray, DelayedMatrixStats, beachmat","Rcpp, beachmat","BiocStyle, knitr, scRNAseq, rmarkdown, testthat, scran",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"selectr","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.4-2",NA,"R (>= 3.0)","methods, stringr, R6",NA,"testthat, XML, xml2",NA,"BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.4.0"
"sessioninfo","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.2.2",NA,"R (>= 2.10)","cli (>= 3.1.0), tools, utils",NA,"callr, covr, mockery, reticulate, rmarkdown, testthat, withr",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"Seurat","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","5.1.0",NA,"R (>= 4.0.0), methods, SeuratObject (>= 5.0.2)","cluster, cowplot, fastDummies, fitdistrplus, future,
future.apply, generics (>= 0.1.3), ggplot2 (>= 3.3.0), ggrepel,
ggridges, graphics, grDevices, grid, httr, ica, igraph, irlba,
jsonlite, KernSmooth, leiden (>= 0.3.1), lifecycle, lmtest,
MASS, Matrix (>= 1.5-0), matrixStats, miniUI, patchwork,
pbapply, plotly (>= 4.9.0), png, progressr, purrr, RANN,
RColorBrewer, Rcpp (>= 1.0.7), RcppAnnoy (>= 0.0.18), RcppHNSW,
reticulate, rlang, ROCR, RSpectra, Rtsne, scales, scattermore
(>= 1.2), sctransform (>= 0.4.1), shiny, spatstat.explore,
spatstat.geom, stats, tibble, tools, utils, uwot (>= 0.1.10)","Rcpp (>= 0.11.0), RcppEigen, RcppProgress","ape, arrow, BPCells, rsvd, testthat, hdf5r, S4Vectors,
SummarizedExperiment, SingleCellExperiment, MAST, DESeq2,
BiocGenerics, GenomicRanges, GenomeInfoDb, IRanges,
rtracklayer, Rfast2, monocle, Biobase, VGAM, limma, metap,
enrichR, mixtools, ggrastr, data.table, R.utils, presto,
DelayedArray, harmony",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"Seurat.utils","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.8.0",NA,"CodeAndRoll2, ggExpress, ggplot2, magrittr, Seurat, Stringendo","cowplot, dplyr, foreach, ggcorrplot, ggpubr, ggrepel,
grDevices, HGNChelper, htmlwidgets, job, MarkdownHelpers,
MarkdownReports, Matrix, matrixStats, pheatmap, plotly,
princurve, qs, R.utils, readr, ReadWriter, reshape2,
rstudioapi, scales, SoupX, sparseMatrixStats, stringr, tibble,
tictoc, tidyverse, vroom",NA,"DatabaseLinke.R, EnhancedVolcano, fs, gplots, princurve,
RColorBrewer, SoupX",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"SeuratData","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.2.2.9001",NA,"R (>= 3.5.0)","cli, crayon, rappdirs, stats, utils, SeuratObject (>= 5.0.0)",NA,"Azimuth",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"SeuratDisk","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.0.0.9021",NA,"R (>= 3.6.0)","cli (>= 2.0.1), crayon (>= 1.3.4), hdf5r (>= 1.3.0), Matrix
(>= 1.2.18), methods (>= 3.6.0), R6 (>= 2.4.1), rlang (>=
0.4.4), Seurat (>= 3.2.0), SeuratObject (>= 4.0.0), stats,
stringi (>= 1.4.6), tools, utils, withr (>= 2.1.2)",NA,"httr, knitr, rmarkdown, SeuratData",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"SeuratObject","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","5.0.2",NA,"R (>= 4.1.0), sp (>= 1.5.0)","future, future.apply, grDevices, grid, Matrix (>= 1.6.4),
methods, progressr, Rcpp (>= 1.0.5), rlang (>= 0.4.7), stats,
tools, utils, spam, lifecycle, generics","Rcpp, RcppEigen","DelayedArray, fs (>= 1.5.2), ggplot2, HDF5Array, rmarkdown,
testthat, BPCells, sf (>= 1.0.0)","Seurat","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"SeuratWrappers","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.3.4",NA,"R (>= 3.5.0)","BiocManager, cowplot, ggplot2, igraph, Matrix, methods,
remotes, rsvd, Seurat (>= 5.0.0), stats, utils, rlang",NA,"cipr, conos, rliger (>= 0.5.0), harmony, batchelor,
SeuratData, SeuratDisk, velocyto.R, schex, tximport, fishpond,
monocle3, CoGAPS, glmpca, Nebulosa, presto, flexmix, tricycle,
Banksy",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"shadowtext","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.1.4",NA,"R (>= 3.4.0)","ggplot2, grid, scales",NA,"knitr, rmarkdown, prettydoc",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"shape","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.4.6.1",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.0"
"shiny","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.9.1",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.4.0), htmltools (>=
0.5.4), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap (>=
1.1.1), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>=
0.6.0), cachem (>= 1.1.0), lifecycle (>= 0.2.0)",NA,"datasets, DT, Cairo (>= 1.5-5), testthat (>= 3.0.0), knitr
(>= 1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, yaml, future, dygraphs, ragg, showtext, sass",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"Signac","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.14.0",NA,"R (>= 4.1.0), methods","GenomeInfoDb (>= 1.29.3), GenomicRanges, IRanges, Matrix,
Rsamtools, S4Vectors, SeuratObject (>= 5.0.2), data.table,
dplyr (>= 1.0.0), future, future.apply, ggplot2, rlang, irlba,
pbapply, tidyr, patchwork, stats, utils, BiocGenerics, stringi,
fastmatch, RcppRoll, scales, Rcpp, grid, tidyselect, vctrs,
lifecycle","Rcpp","Seurat (>= 5.0.2), ggforce, ggrepel, ggseqlogo, testthat (>=
2.1.0), chromVAR, SummarizedExperiment, TFBSTools, motifmatchr,
BSgenome, shiny, miniUI, rtracklayer, biovizBase, Biostrings,
lsa, MASS",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"simplifyEnrichment","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.14.0",NA,"R (>= 3.6.0), BiocGenerics, grid","GOSemSim, ComplexHeatmap (>= 2.7.4), circlize, GetoptLong,
digest, tm, GO.db, org.Hs.eg.db, AnnotationDbi, slam, methods,
clue, grDevices, graphics, stats, utils, proxyC, Matrix,
cluster (>= 1.14.2), colorspace, GlobalOptions (>= 0.1.0)",NA,"knitr, ggplot2, cowplot, mclust, apcluster, MCL, dbscan,
igraph, gridExtra, dynamicTreeCut, testthat, gridGraphics,
clusterProfiler, msigdbr, DOSE, DO.db, reactome.db, flexclust,
BiocManager, InteractiveComplexHeatmap (>= 0.99.11), shiny,
shinydashboard, cola, hu6800.db, rmarkdown, genefilter,
gridtext, fpc",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"SingleCellExperiment","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.26.0",NA,"SummarizedExperiment","methods, utils, stats, S4Vectors, BiocGenerics, GenomicRanges,
DelayedArray",NA,"testthat, BiocStyle, knitr, rmarkdown, Matrix, scRNAseq (>=
2.9.1), Rtsne",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"sitmo","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.0.2",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.13)","Rcpp","knitr, rmarkdown, ggplot2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"slam","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.1-53",NA,"R (>= 3.4.0)","stats",NA,NA,"Matrix, SparseM, spam","GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"slingshot","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.12.0",NA,"R (>= 4.0), princurve (>= 2.0.4), stats, TrajectoryUtils","graphics, grDevices, igraph, matrixStats, methods, S4Vectors,
SingleCellExperiment, SummarizedExperiment",NA,"BiocGenerics, BiocStyle, clusterExperiment,
DelayedMatrixStats, knitr, mclust, mgcv, RColorBrewer, rgl,
rmarkdown, testthat, uwot, covr",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"sm","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.2-6.0",NA,"R (>= 3.1.0)",NA,NA,"rgl, misc3d, interp, gam, tkrplot, rpanel (>= 1.1-4), tcltk",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"snakecase","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.11.1",NA,"R (>= 3.2)","stringr, stringi",NA,"testthat, covr, tibble, purrrlyr, knitr, rmarkdown, magrittr",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"snow","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.4-4",NA,"R (>= 2.13.1), utils",NA,NA,"rlecuyer","Rmpi","GPL",NA,NA,NA,NA,"no","4.4.0"
"SoupX","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.6.2",NA,"R (>= 3.5.0)","ggplot2, Matrix, methods, Seurat (>= 3.2.2)",NA,"knitr, rstan, DropletUtils, rmarkdown, formatR",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"sourcetools","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.1.7-1",NA,"R (>= 3.0.2)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"sp","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.1-4",NA,"R (>= 3.5.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, gstat, deldir, knitr, rmarkdown, sf, terra,
raster",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.0"
"spam","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","2.10-0",NA,"R (>= 3.5)","dotCall64, grid, methods, Rcpp (>= 1.0.8.3)","Rcpp","spam64, fields, Matrix, testthat, R.rsp, truncdist, knitr,
rmarkdown",NA,"LGPL-2 | BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"SparseArray","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.4.8",NA,"R (>= 4.3.0), methods, Matrix, BiocGenerics (>= 0.43.1),
MatrixGenerics (>= 1.11.1), S4Vectors, S4Arrays (>= 1.4.1)","utils, stats, matrixStats, IRanges, XVector","S4Vectors, IRanges, XVector","DelayedArray, testthat, knitr, rmarkdown, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"SparseM","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.84-2",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,"knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"sparseMatrixStats","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.16.0",NA,"MatrixGenerics (>= 1.5.3)","Rcpp, Matrix, matrixStats (>= 0.60.0), methods","Rcpp","testthat (>= 2.1.0), knitr, bench, rmarkdown, BiocStyle",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"spatstat.data","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.1-2",NA,"R (>= 3.5.0)","spatstat.utils (>= 3.0-5), Matrix",NA,"spatstat.geom, spatstat.random, spatstat.explore,
spatstat.model, spatstat.linnet",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"spatstat.explore","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.3-2",NA,"R (>= 3.5.0), spatstat.data (>= 3.1-2), spatstat.univar (>=
3.0-0), spatstat.geom (>= 3.3-2), spatstat.random (>= 3.3-1),
stats, graphics, grDevices, utils, methods, nlme","spatstat.utils (>= 3.1-0), spatstat.sparse (>= 3.1-0), goftest
(>= 1.2-2), Matrix, abind",NA,"sm, gsl, locfit, spatial, fftwtools (>= 0.9-8),
spatstat.linnet (>= 3.2-1), spatstat.model (>= 3.3-1), spatstat
(>= 3.1-1)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"spatstat.geom","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.3-2",NA,"R (>= 3.5.0), spatstat.data (>= 3.1), spatstat.univar (>=
3.0-0), stats, graphics, grDevices, utils, methods","spatstat.utils (>= 3.0-5), deldir (>= 1.0-2), polyclip (>=
1.10-0)",NA,"spatstat.random, spatstat.explore, spatstat.model,
spatstat.linnet, spatial, fftwtools (>= 0.9-8), spatstat (>=
3.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"spatstat.random","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.3-1",NA,"R (>= 3.5.0), spatstat.data (>= 3.1), spatstat.univar (>=
3.0-0), spatstat.geom (>= 3.3-0), stats, utils, methods,
grDevices","spatstat.utils (>= 3.0-5)",NA,"spatial, spatstat.linnet (>= 3.1-5), spatstat.explore,
spatstat.model, spatstat (>= 3.0), gsl",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"spatstat.sparse","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.1-0",NA,"R (>= 3.5.0), stats, utils, methods, Matrix, abind, tensor","spatstat.utils (>= 3.0-5)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"spatstat.univar","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.0-0",NA,"R (>= 3.5.0), stats","spatstat.utils (>= 3.0-5)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"spatstat.utils","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","3.1-0",NA,"R (>= 3.5.0), stats, graphics, grDevices, utils, methods",NA,NA,"spatstat.model",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"splitstackshape","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","1.4.8",NA,"R (>= 2.10)","data.table (>= 1.9.4)",NA,"covr, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"Stringendo","/home/mint/R/x86_64-pc-linux-gnu-library/4.4","0.6.0",NA,"base","clipr",NA,NA,NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
